property_type,price: ,sleeping_rooms,area
house,379636,4,150m2
house,56264,4,234m2
appartment,176372,5,136m2
appartment,93145,4,196m2
appartment,571623,4,196m2
appartment,601579,3,181m2
appartment,471928,4,181m2
appartment,927347,4,200m2
appartment,270109,4,206m2
appartment,723390,3,213m2
house,883199,2,201m2
house,739741,5,228m2
house,21589,5,157m2
appartment,714766,5,223m2
appartment,980741,5,163m2
appartment,276171,4,171m2
appartment,679246,4,202m2
appartment,259915,5,182m2
appartment,292518,5,230m2
appartment,549306,5,213m2
appartment,942823,4,175m2
appartment,802058,5,171m2
appartment,450633,3,176m2
appartment,544439,2,206m2
appartment,288530,2,183m2
appartment,780556,3,141m2
appartment,857601,5,183m2
appartment,249370,4,194m2
house,333828,3,205m2
house,979758,2,179m2
appartment,816352,5,181m2
appartment,94080,2,225m2
appartment,812831,3,194m2
appartment,622223,5,194m2
appartment,282976,3,213m2
house,352128,2,172m2
house,800454,3,202m2
appartment,787892,2,226m2
appartment,813333,3,234m2
house,693109,4,198m2
house,755285,2,187m2
house,823780,2,174m2
appartment,941627,4,193m2
house,784896,2,240m2
appartment,857481,5,245m2
house,750218,5,224m2
appartment,590248,5,216m2
appartment,407592,4,172m2
appartment,901486,2,139m2
appartment,867736,4,220m2
appartment,895729,5,222m2
house,175344,3,140m2
appartment,800097,2,232m2
house,661285,3,181m2
appartment,722805,2,194m2
house,689044,4,195m2
house,311022,2,156m2
appartment,781744,3,152m2
appartment,653740,3,213m2
house,862016,5,192m2
appartment,122491,5,226m2
appartment,846858,5,193m2
appartment,646735,5,181m2
appartment,151510,2,164m2
appartment,592686,2,229m2
appartment,52139,4,136m2
house,341212,4,188m2
appartment,875202,4,225m2
appartment,80129,5,212m2
house,934703,5,190m2
house,544269,5,199m2
house,944379,3,169m2
appartment,542905,2,183m2
house,161847,4,148m2
appartment,938230,5,210m2
appartment,141316,3,238m2
appartment,809068,2,189m2
appartment,900402,2,171m2
appartment,641434,5,211m2
appartment,893389,3,250m2
appartment,763946,4,243m2
appartment,721348,2,225m2
appartment,236346,2,142m2
house,613030,3,211m2
house,885894,3,170m2
house,266901,4,245m2
appartment,69056,3,211m2
house,93146,4,145m2
house,394778,2,174m2
appartment,309398,2,159m2
house,700246,4,238m2
house,712486,4,140m2
appartment,854891,2,182m2
appartment,632897,2,230m2
appartment,655085,5,235m2
appartment,308105,4,190m2
appartment,250550,5,232m2
house,470158,4,209m2
appartment,917828,5,227m2
appartment,227485,3,158m2
appartment,110373,2,156m2
appartment,622240,3,231m2
appartment,9852,3,232m2
appartment,407807,3,215m2
appartment,471774,2,216m2
appartment,9738,5,130m2
house,336400,3,194m2
house,381616,4,209m2
appartment,137829,4,245m2
appartment,868622,4,140m2
appartment,638066,4,177m2
appartment,189688,4,135m2
appartment,603149,4,132m2
house,626308,2,185m2
appartment,464558,2,234m2
appartment,343691,3,239m2
house,803547,3,190m2
appartment,547383,3,250m2
appartment,787228,2,146m2
appartment,752075,3,249m2
house,870109,4,136m2
house,945477,4,165m2
appartment,722229,5,249m2
appartment,496859,5,148m2
house,449217,3,156m2
house,86684,5,174m2
appartment,929771,3,207m2
appartment,915162,5,222m2
house,237170,5,131m2
appartment,79844,4,191m2
appartment,454302,3,188m2
house,581141,4,203m2
appartment,514352,2,160m2
appartment,882803,2,139m2
appartment,362860,4,186m2
appartment,381522,5,173m2
house,490321,4,135m2
appartment,391222,2,149m2
appartment,962055,2,154m2
appartment,391894,4,192m2
appartment,588655,2,199m2
house,762647,4,190m2
appartment,785275,4,168m2
house,672471,4,232m2
appartment,877045,5,234m2
house,295364,4,236m2
appartment,734017,2,144m2
appartment,425831,2,184m2
appartment,91758,5,228m2
appartment,485236,3,220m2
house,534397,5,223m2
appartment,91513,2,232m2
appartment,420720,3,157m2
appartment,403876,3,190m2
appartment,652654,4,137m2
appartment,804092,4,235m2
appartment,412927,4,162m2
appartment,447468,2,151m2
appartment,163917,5,140m2
house,483176,2,248m2
house,197341,4,172m2
appartment,927635,3,130m2
appartment,632483,2,243m2
appartment,126283,4,161m2
appartment,459124,5,185m2
appartment,925228,3,238m2
appartment,307821,3,175m2
appartment,446105,2,160m2
appartment,766076,4,153m2
appartment,209185,2,181m2
appartment,183757,5,187m2
appartment,477102,2,179m2
appartment,377272,3,181m2
appartment,35134,5,159m2
appartment,371025,2,240m2
house,819272,3,183m2
appartment,788106,3,133m2
appartment,913927,4,132m2
appartment,75177,2,213m2
appartment,209148,2,160m2
appartment,716459,5,188m2
house,161202,4,247m2
house,354770,2,134m2
appartment,513440,5,234m2
appartment,750323,3,210m2
appartment,825878,4,183m2
house,353890,5,137m2
appartment,812272,5,198m2
appartment,450554,2,236m2
appartment,947308,2,206m2
appartment,305846,4,181m2
house,915263,3,192m2
appartment,109598,3,233m2
house,692396,2,170m2
appartment,366584,4,243m2
appartment,590333,2,234m2
house,326128,5,156m2
appartment,896324,5,229m2
appartment,331845,3,207m2
house,579578,3,188m2
appartment,626121,2,158m2
appartment,566915,3,203m2
appartment,879427,5,164m2
appartment,117206,4,159m2
appartment,806740,5,153m2
house,712556,5,191m2
house,13485,2,168m2
appartment,906199,5,147m2
appartment,505285,3,199m2
appartment,841472,3,151m2
appartment,398252,5,213m2
house,722684,5,137m2
appartment,11251,4,216m2
appartment,509231,4,151m2
house,895339,5,136m2
house,13674,3,214m2
appartment,106927,5,131m2
house,507706,2,243m2
appartment,852676,4,187m2
appartment,318107,2,178m2
appartment,564810,4,162m2
appartment,26681,3,156m2
appartment,919711,4,142m2
appartment,943282,5,200m2
appartment,818997,4,143m2
appartment,840094,5,223m2
appartment,475771,3,166m2
appartment,27081,5,239m2
appartment,127867,3,135m2
appartment,560767,4,215m2
appartment,747936,3,170m2
appartment,871109,5,221m2
appartment,976199,4,236m2
appartment,451286,2,231m2
house,386044,3,154m2
appartment,530759,4,191m2
appartment,273967,4,188m2
house,761037,5,174m2
appartment,657653,3,213m2
appartment,458374,5,221m2
appartment,789823,4,230m2
house,869347,5,228m2
house,363122,2,166m2
appartment,75699,5,245m2
house,602360,2,247m2
appartment,733705,2,182m2
house,277781,2,215m2
appartment,570878,4,137m2
house,213049,5,149m2
appartment,312635,2,218m2
appartment,518130,5,237m2
appartment,699424,4,191m2
appartment,789795,4,164m2
appartment,500482,2,135m2
house,470635,4,205m2
appartment,821586,2,135m2
house,906520,2,242m2
house,740369,5,132m2
house,581902,3,176m2
appartment,808025,3,219m2
appartment,356554,3,155m2
appartment,574348,4,139m2
house,733503,3,140m2
appartment,396624,3,204m2
appartment,398504,5,137m2
appartment,485912,2,142m2
appartment,817792,2,205m2
house,279911,3,141m2
appartment,158670,5,192m2
appartment,892789,4,135m2
appartment,353495,2,197m2
appartment,769445,3,198m2
house,893918,4,193m2
appartment,75712,3,224m2
house,758992,5,169m2
appartment,640569,4,139m2
appartment,39357,4,131m2
house,823673,3,216m2
appartment,693630,5,131m2
appartment,258469,2,138m2
appartment,606712,4,148m2
appartment,226265,5,177m2
appartment,519945,5,234m2
appartment,831922,3,189m2
appartment,606703,4,151m2
house,694513,5,242m2
appartment,291174,3,182m2
appartment,147870,5,192m2
house,35242,5,177m2
appartment,968309,2,152m2
house,261925,3,145m2
appartment,252537,5,228m2
appartment,916298,2,200m2
house,512052,4,219m2
house,846652,4,140m2
appartment,619340,2,137m2
house,430759,3,219m2
house,15483,5,208m2
house,902471,2,247m2
appartment,31019,2,143m2
appartment,853143,5,155m2
house,725597,5,191m2
appartment,855676,5,191m2
appartment,343766,4,162m2
house,846767,5,248m2
appartment,168722,5,236m2
appartment,935463,2,241m2
appartment,866787,5,215m2
appartment,222672,2,137m2
appartment,321571,5,135m2
appartment,841994,2,177m2
house,102447,5,154m2
appartment,488400,5,164m2
appartment,724502,5,218m2
house,448681,2,140m2
house,399258,3,152m2
appartment,903411,4,184m2
house,725368,4,170m2
appartment,863183,4,213m2
appartment,477623,2,236m2
house,633429,4,212m2
appartment,43211,2,141m2
appartment,465178,2,150m2
appartment,764654,5,222m2
appartment,237596,3,175m2
house,482882,4,178m2
house,986526,4,242m2
appartment,707221,3,189m2
appartment,37508,3,179m2
appartment,737452,3,138m2
appartment,670786,3,201m2
house,128909,3,218m2
appartment,450551,4,234m2
house,689279,4,152m2
appartment,792222,5,158m2
house,575147,5,169m2
house,846701,5,246m2
appartment,314678,3,240m2
appartment,805411,3,231m2
house,880829,4,242m2
appartment,269327,5,132m2
appartment,582748,5,182m2
house,402225,5,158m2
house,310586,3,249m2
appartment,753994,2,142m2
appartment,444948,3,206m2
appartment,655732,4,219m2
appartment,949723,5,167m2
appartment,213912,3,164m2
appartment,317471,2,198m2
appartment,696519,4,142m2
appartment,421894,3,238m2
appartment,765507,5,241m2
appartment,325657,5,157m2
house,221660,2,189m2
appartment,579621,4,223m2
appartment,712567,2,178m2
house,703281,2,147m2
house,900852,2,172m2
appartment,634382,5,190m2
appartment,104390,5,200m2
appartment,119815,2,168m2
appartment,543270,2,130m2
house,536779,5,170m2
house,704586,2,216m2
appartment,220123,2,143m2
house,984605,3,163m2
house,691360,2,179m2
house,464241,2,142m2
appartment,883403,2,136m2
appartment,847644,2,160m2
house,539387,5,209m2
appartment,524691,4,140m2
appartment,620269,3,166m2
appartment,543754,3,198m2
appartment,677492,3,172m2
appartment,18330,2,189m2
house,446634,3,243m2
house,191049,5,175m2
house,886728,2,167m2
house,238544,5,185m2
house,155284,5,153m2
appartment,681324,5,250m2
appartment,7565,4,211m2
appartment,477986,4,159m2
house,238337,4,247m2
house,5220,3,185m2
appartment,225347,4,173m2
appartment,261009,5,141m2
appartment,482972,4,210m2
appartment,20212,3,146m2
appartment,147491,3,232m2
appartment,833539,5,148m2
house,569152,3,138m2
appartment,982810,2,246m2
house,547297,5,191m2
appartment,371918,5,237m2
house,273346,5,223m2
appartment,937181,2,188m2
appartment,929622,3,190m2
house,405924,3,246m2
appartment,409048,4,183m2
appartment,672705,4,202m2
appartment,342940,2,221m2
house,106631,2,158m2
house,70411,4,250m2
house,700236,3,176m2
appartment,96073,3,170m2
appartment,354365,4,190m2
appartment,123901,5,146m2
appartment,477996,2,188m2
house,805577,4,243m2
appartment,840194,2,172m2
appartment,121900,4,245m2
appartment,291604,2,174m2
appartment,750865,3,245m2
house,382871,5,215m2
appartment,364246,3,134m2
appartment,683607,3,212m2
appartment,806538,3,150m2
house,456371,3,147m2
appartment,504532,3,212m2
appartment,786713,3,173m2
appartment,156226,3,164m2
appartment,866071,3,190m2
house,24264,3,230m2
appartment,680310,4,145m2
house,193204,5,160m2
appartment,956498,5,246m2
appartment,841771,3,144m2
appartment,773592,4,156m2
house,858722,5,240m2
appartment,572233,4,213m2
appartment,82448,5,237m2
appartment,465106,2,232m2
appartment,229544,2,155m2
appartment,936871,3,157m2
house,200696,3,166m2
appartment,903139,2,177m2
house,259871,5,202m2
appartment,227062,2,152m2
appartment,143938,3,199m2
appartment,751584,5,163m2
appartment,654523,3,219m2
appartment,477303,3,194m2
appartment,80218,4,206m2
house,979973,4,167m2
appartment,59453,4,149m2
house,348182,3,204m2
appartment,35058,3,145m2
house,260066,2,151m2
appartment,847789,2,173m2
appartment,605212,4,218m2
house,729512,4,206m2
house,65281,5,196m2
appartment,958949,2,146m2
house,844464,2,137m2
appartment,815231,4,164m2
appartment,712843,2,217m2
appartment,904460,2,179m2
house,88782,2,181m2
appartment,559352,5,245m2
house,557885,2,189m2
appartment,992816,4,250m2
house,662907,3,213m2
appartment,149836,5,249m2
house,595159,4,141m2
house,628702,4,168m2
appartment,527676,4,204m2
house,956819,4,220m2
appartment,702175,2,187m2
house,52139,3,178m2
appartment,760811,5,202m2
appartment,151864,4,157m2
house,186453,2,145m2
house,694853,4,130m2
appartment,959229,4,236m2
appartment,910103,2,146m2
house,408596,4,132m2
house,640097,3,160m2
appartment,403410,2,197m2
appartment,379722,3,222m2
house,595086,3,211m2
house,344787,4,197m2
appartment,529059,2,199m2
appartment,404926,4,208m2
appartment,353299,2,193m2
house,377676,4,160m2
house,462457,2,132m2
appartment,481651,4,190m2
house,20279,3,221m2
house,834217,3,209m2
appartment,136742,2,146m2
house,262412,3,196m2
appartment,426230,5,156m2
appartment,860966,2,217m2
appartment,750075,5,222m2
appartment,992004,2,166m2
house,440498,3,233m2
house,555923,5,201m2
house,771240,2,160m2
house,179967,2,207m2
appartment,199955,4,141m2
appartment,150112,5,192m2
appartment,384404,3,175m2
appartment,767818,2,159m2
appartment,416823,3,213m2
appartment,430875,4,183m2
appartment,960862,2,152m2
appartment,356063,3,217m2
appartment,480378,4,149m2
appartment,963621,3,146m2
house,811933,2,201m2
house,786574,4,178m2
house,603127,5,212m2
appartment,108469,5,153m2
appartment,565740,2,236m2
house,908328,3,182m2
appartment,937653,4,184m2
house,564541,4,234m2
appartment,948504,2,198m2
appartment,147461,3,158m2
appartment,740048,5,248m2
house,63360,5,147m2
appartment,672329,3,148m2
house,215463,2,144m2
house,397495,5,213m2
appartment,56478,3,169m2
appartment,284194,3,218m2
house,233546,5,214m2
house,503580,3,203m2
appartment,95310,3,172m2
house,341747,4,143m2
house,777777,4,188m2
appartment,388488,2,229m2
house,262552,4,177m2
appartment,159649,2,178m2
appartment,48548,2,133m2
appartment,886508,2,163m2
appartment,845489,3,195m2
appartment,719568,5,200m2
appartment,501922,5,136m2
appartment,173290,3,232m2
appartment,644911,3,222m2
house,559834,2,174m2
house,452483,3,133m2
appartment,189492,3,178m2
appartment,26450,3,131m2
appartment,814513,2,235m2
appartment,253466,2,214m2
appartment,364173,5,165m2
appartment,702183,3,248m2
appartment,13363,5,163m2
appartment,393040,3,165m2
appartment,824701,5,201m2
house,387556,3,242m2
house,970054,2,171m2
appartment,837669,4,212m2
appartment,131873,4,147m2
house,914031,2,144m2
appartment,49703,3,159m2
appartment,173296,3,227m2
appartment,276076,2,155m2
appartment,792739,2,161m2
house,996667,4,139m2
appartment,223091,4,175m2
appartment,765051,4,196m2
house,276941,5,215m2
appartment,948190,5,223m2
house,726690,5,224m2
appartment,766790,4,208m2
house,434023,2,210m2
house,802049,5,237m2
house,800161,2,179m2
appartment,703202,2,146m2
house,909225,5,239m2
house,105171,4,213m2
house,256408,4,169m2
house,591466,2,241m2
appartment,86161,5,194m2
appartment,318755,2,175m2
appartment,852344,5,221m2
appartment,132882,3,142m2
appartment,961553,4,131m2
appartment,651003,2,169m2
house,765103,4,230m2
house,527906,4,149m2
appartment,12686,4,244m2
appartment,796486,4,139m2
appartment,562000,4,183m2
appartment,346350,4,148m2
appartment,893707,5,142m2
house,145622,5,185m2
appartment,937531,5,196m2
appartment,77922,4,142m2
appartment,369945,3,237m2
appartment,440555,4,212m2
house,327413,5,161m2
house,798531,4,192m2
house,274887,5,172m2
appartment,486578,2,186m2
appartment,990737,4,203m2
appartment,765373,3,178m2
appartment,98367,3,159m2
house,978747,5,192m2
appartment,134533,4,164m2
house,304780,5,202m2
appartment,488878,5,139m2
appartment,460782,4,229m2
appartment,577724,5,174m2
house,729423,3,166m2
appartment,366008,4,235m2
appartment,28436,4,149m2
appartment,755720,4,154m2
appartment,694433,3,144m2
house,739669,3,150m2
appartment,22285,3,148m2
appartment,281364,3,190m2
appartment,748085,4,161m2
appartment,843000,3,172m2
appartment,239567,5,166m2
house,757719,4,186m2
appartment,502017,2,194m2
appartment,734837,5,198m2
house,928443,3,247m2
house,382235,5,218m2
appartment,225731,5,235m2
appartment,81530,3,165m2
appartment,14584,4,148m2
appartment,743843,2,140m2
house,775569,4,137m2
appartment,533920,2,142m2
appartment,127119,5,194m2
appartment,614606,3,155m2
appartment,355443,2,139m2
house,402125,2,153m2
appartment,662236,2,159m2
house,925192,3,217m2
house,290774,5,151m2
house,994653,4,161m2
appartment,691462,5,168m2
appartment,808654,4,205m2
appartment,563453,4,247m2
appartment,529869,5,146m2
appartment,201203,5,187m2
house,109565,5,178m2
appartment,409661,2,162m2
appartment,945414,3,243m2
house,955104,5,186m2
house,92579,4,212m2
appartment,866413,4,185m2
appartment,405367,2,170m2
appartment,739085,3,250m2
appartment,521605,4,245m2
house,542863,3,183m2
appartment,353199,4,181m2
appartment,291145,5,218m2
house,941184,5,223m2
house,438602,5,222m2
appartment,886129,5,223m2
house,673074,3,150m2
appartment,437170,2,130m2
appartment,204427,2,139m2
house,122893,4,194m2
appartment,970323,5,227m2
appartment,76513,3,248m2
house,995562,4,196m2
house,19607,3,137m2
house,569327,4,239m2
appartment,22202,5,154m2
appartment,545211,4,144m2
appartment,70872,2,205m2
appartment,796063,5,173m2
appartment,682208,4,238m2
house,628893,5,218m2
appartment,652657,5,142m2
appartment,239220,2,209m2
house,472916,2,192m2
house,448382,2,218m2
house,389214,5,153m2
appartment,586994,3,230m2
appartment,243548,2,205m2
appartment,609729,3,188m2
house,3594,5,144m2
appartment,739007,4,228m2
appartment,73880,5,159m2
house,887156,5,203m2
appartment,833204,5,214m2
appartment,472963,5,154m2
house,630448,5,167m2
appartment,790465,4,249m2
appartment,232988,5,174m2
appartment,595015,4,155m2
house,621294,2,243m2
appartment,966333,4,221m2
house,966525,3,156m2
appartment,745493,4,163m2
house,95646,5,219m2
appartment,223415,3,197m2
house,940295,4,232m2
appartment,874813,5,172m2
appartment,460727,3,161m2
house,525985,2,161m2
house,364928,4,157m2
appartment,5780,4,141m2
appartment,333286,5,158m2
house,703347,3,247m2
house,284227,2,215m2
house,3855,4,183m2
house,410054,3,215m2
appartment,313543,4,219m2
appartment,657815,3,198m2
appartment,506417,2,215m2
appartment,671983,2,205m2
house,724607,2,152m2
house,548277,2,228m2
appartment,977520,5,132m2
appartment,456988,3,243m2
appartment,120447,5,198m2
appartment,509395,2,151m2
appartment,163042,3,233m2
appartment,27473,2,205m2
appartment,399278,3,144m2
appartment,931087,3,235m2
appartment,349293,2,170m2
